"city","metrics","price"
"Portland","Coke/Pepsi (12 oz small bottle)","2.09 $"
"Portland","Water (12 oz small bottle)","1.72 $"
"Portland","Markets","Edit"
"Portland","Milk (regular), (1 gallon)","3.18 $"
"Portland","Loaf of Fresh White Bread (1 lb)","2.62 $"
"Portland","Rice (white), (1 lb)","1.79 $"
"Portland","Eggs (regular) (12)","2.63 $"
"Portland","Local Cheese (1 lb)","5.70 $"
"Portland","Chicken Fillets (1 lb)","5.15 $"
"Portland","Beef Round (1 lb) (or Equivalent Back Leg Red Meat)","6.78 $"
"Portland","Apples (1 lb)","2.17 $"
"Portland","Banana (1 lb)","0.75 $"
"Portland","Oranges (1 lb)","1.96 $"
"Portland","Tomato (1 lb)","2.17 $"
"Portland","Potato (1 lb)","0.80 $"
"Portland","Onion (1 lb)","1.01 $"
"Portland","Lettuce (1 head)","1.60 $"
"Portland","Water (1.5 liter bottle)","1.83 $"
"Portland","Bottle of Wine (Mid-Range)","12.00 $"
"Portland","Domestic Beer (0.5 liter bottle)","3.06 $"
"Portland","Imported Beer (12 oz small bottle)","3.49 $"
"Portland","Cigarettes 20 Pack (Marlboro)","8.99 $"
"Portland","Transportation","Edit"
"Portland","One-way Ticket (Local Transport)","2.50 $"
"Portland","Monthly Pass (Regular Price)","100.00 $"
"Portland","Taxi Start (Normal Tariff)","3.50 $"
"Portland","Taxi 1 mile (Normal Tariff)","2.60 $"
"Portland","Taxi 1hour Waiting (Normal Tariff)","35.00 $"
"Portland","Gasoline (1 gallon)","3.33 $"
"Portland","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)","23,700.00 $"
"Portland","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)","20,841.86 $"
"Portland","Utilities (Monthly)","Edit"
"Portland","Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment","195.14 $"
"Portland","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","0.12 $"
"Portland","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","69.94 $"
"Portland","Sports And Leisure","Edit"
"Portland","Fitness Club, Monthly Fee for 1 Adult","40.86 $"
"Portland","Tennis Court Rent (1 Hour on Weekend)","19.00 $"
"Portland","Cinema, International Release, 1 Seat","12.50 $"
"Portland","Childcare","Edit"
"Portland","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","1,292.21 $"
"Portland","International Primary School, Yearly for 1 Child","15,202.31 $"
"Portland","Clothing And Shoes","Edit"
"Portland","1 Pair of Jeans (Levis 501 Or Similar)","53.18 $"
"Portland","1 Summer Dress in a Chain Store (Zara, H&M, ...)","34.67 $"
"Portland","1 Pair of Nike Running Shoes (Mid-Range)","92.03 $"
"Portland","1 Pair of Men Leather Business Shoes","112.00 $"
"Portland","Rent Per Month","Edit"
"Portland","Apartment (1 bedroom) in City Centre","1,702.85 $"
"Portland","Apartment (1 bedroom) Outside of Centre","1,330.13 $"
"Portland","Apartment (3 bedrooms) in City Centre","2,945.37 $"
"Portland","Apartment (3 bedrooms) Outside of Centre","2,009.64 $"
"Portland","Buy Apartment Price","Edit"
"Portland","Price per Square Feet to Buy Apartment in City Centre","433.71 $"
"Portland","Price per Square Feet to Buy Apartment Outside of Centre","255.24 $"
"Portland","Salaries And Financing","Edit"
"Portland","Average Monthly Net Salary (After Tax)","4,052.10 $"
"Portland","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate","3.50"
"Las-Vegas","Meal, Inexpensive Restaurant","15.00 $"
"Las-Vegas","Meal for 2 People, Mid-range Restaurant, Three-course","62.50 $"
"Las-Vegas","McMeal at McDonalds (or Equivalent Combo Meal)","8.00 $"
"Las-Vegas","Domestic Beer (1 pint draught)","6.00 $"
"Las-Vegas","Imported Beer (12 oz small bottle)","7.00 $"
"Las-Vegas","Cappuccino (regular)","5.05 $"
"Las-Vegas","Coke/Pepsi (12 oz small bottle)","2.14 $"
"Las-Vegas","Water (12 oz small bottle)","1.54 $"
"Las-Vegas","Markets","Edit"
"Las-Vegas","Milk (regular), (1 gallon)","3.13 $"
"Las-Vegas","Loaf of Fresh White Bread (1 lb)","2.51 $"
"Las-Vegas","Rice (white), (1 lb)","1.45 $"
"Las-Vegas","Eggs (regular) (12)","1.84 $"
"Las-Vegas","Local Cheese (1 lb)","5.03 $"
"Las-Vegas","Chicken Fillets (1 lb)","3.39 $"
"Las-Vegas","Beef Round (1 lb) (or Equivalent Back Leg Red Meat)","5.13 $"
"Las-Vegas","Apples (1 lb)","1.62 $"
"Las-Vegas","Banana (1 lb)","0.69 $"
"Las-Vegas","Oranges (1 lb)","1.21 $"
"Las-Vegas","Tomato (1 lb)","1.40 $"
"Las-Vegas","Potato (1 lb)","0.90 $"
"Las-Vegas","Onion (1 lb)","0.82 $"
"Las-Vegas","Lettuce (1 head)","1.33 $"
"Las-Vegas","Water (1.5 liter bottle)","1.72 $"
"Las-Vegas","Bottle of Wine (Mid-Range)","12.00 $"
"Las-Vegas","Domestic Beer (0.5 liter bottle)","1.86 $"
"Las-Vegas","Imported Beer (12 oz small bottle)","2.17 $"
"Las-Vegas","Cigarettes 20 Pack (Marlboro)","8.00 $"
"Las-Vegas","Transportation","Edit"
"Las-Vegas","One-way Ticket (Local Transport)","2.00 $"
"Las-Vegas","Monthly Pass (Regular Price)","64.50 $"
"Las-Vegas","Taxi Start (Normal Tariff)","3.50 $"
"Las-Vegas","Taxi 1 mile (Normal Tariff)","3.47 $"
"Las-Vegas","Taxi 1hour Waiting (Normal Tariff)","32.40 $"
"Las-Vegas","Gasoline (1 gallon)","3.48 $"
"Las-Vegas","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)","24,097.50 $"
"Las-Vegas","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)","22,500.42 $"
"Las-Vegas","Utilities (Monthly)","Edit"
"Las-Vegas","Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment","166.30 $"
"Las-Vegas","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","0.30 $"
"Las-Vegas","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","72.96 $"
"Las-Vegas","Sports And Leisure","Edit"
"Las-Vegas","Fitness Club, Monthly Fee for 1 Adult","29.34 $"
"Las-Vegas","Tennis Court Rent (1 Hour on Weekend)","23.12 $"
"Las-Vegas","Cinema, International Release, 1 Seat","12.00 $"
"Las-Vegas","Childcare","Edit"
"Las-Vegas","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","903.00 $"
"Las-Vegas","International Primary School, Yearly for 1 Child","12,541.94 $"
"Las-Vegas","Clothing And Shoes","Edit"
"Las-Vegas","1 Pair of Jeans (Levis 501 Or Similar)","43.96 $"
"Las-Vegas","1 Summer Dress in a Chain Store (Zara, H&M, ...)","42.38 $"
"Las-Vegas","1 Pair of Nike Running Shoes (Mid-Range)","73.17 $"
"Las-Vegas","1 Pair of Men Leather Business Shoes","90.41 $"
"Las-Vegas","Rent Per Month","Edit"
"Las-Vegas","Apartment (1 bedroom) in City Centre","1,216.90 $"
"Las-Vegas","Apartment (1 bedroom) Outside of Centre","936.52 $"
"Las-Vegas","Apartment (3 bedrooms) in City Centre","1,987.18 $"
"Las-Vegas","Apartment (3 bedrooms) Outside of Centre","1,594.31 $"
"Las-Vegas","Buy Apartment Price","Edit"
"Las-Vegas","Price per Square Feet to Buy Apartment in City Centre","296.59 $"
"Las-Vegas","Price per Square Feet to Buy Apartment Outside of Centre","201.79 $"
"Las-Vegas","Salaries And Financing","Edit"
"Las-Vegas","Average Monthly Net Salary (After Tax)","3,707.80 $"
"Las-Vegas","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate","3.37"
"Memphis","Meal, Inexpensive Restaurant","15.50 $"
"Memphis","Meal for 2 People, Mid-range Restaurant, Three-course","59.05 $"
"Memphis","McMeal at McDonalds (or Equivalent Combo Meal)","6.71 $"
"Memphis","Domestic Beer (1 pint draught)","4.50 $"
"Memphis","Imported Beer (12 oz small bottle)","7.00 $"
"Memphis","Cappuccino (regular)","4.69 $"
"Memphis","Coke/Pepsi (12 oz small bottle)","1.73 $"
"Memphis","Water (12 oz small bottle)","1.26 $"
"Memphis","Markets","Edit"
"Memphis","Milk (regular), (1 gallon)","2.85 $"
"Memphis","Loaf of Fresh White Bread (1 lb)","1.93 $"
"Memphis","Rice (white), (1 lb)","1.55 $"
"Memphis","Eggs (regular) (12)","1.60 $"
"Memphis","Local Cheese (1 lb)","3.89 $"
"Memphis","Chicken Fillets (1 lb)","2.80 $"
"Memphis","Beef Round (1 lb) (or Equivalent Back Leg Red Meat)","4.09 $"
"Memphis","Apples (1 lb)","1.91 $"
"Memphis","Banana (1 lb)","0.53 $"
"Memphis","Oranges (1 lb)","1.91 $"
"Memphis","Tomato (1 lb)","1.70 $"
"Memphis","Potato (1 lb)","1.01 $"
"Memphis","Onion (1 lb)","0.65 $"
"Memphis","Lettuce (1 head)","1.41 $"
"Memphis","Water (1.5 liter bottle)","1.75 $"
"Memphis","Bottle of Wine (Mid-Range)","10.00 $"
"Memphis","Domestic Beer (0.5 liter bottle)","2.32 $"
"Memphis","Imported Beer (12 oz small bottle)","2.97 $"
"Memphis","Cigarettes 20 Pack (Marlboro)","7.00 $"
"Memphis","Transportation","Edit"
"Memphis","One-way Ticket (Local Transport)","1.75 $"
"Memphis","Monthly Pass (Regular Price)","50.00 $"
"Memphis","Taxi Start (Normal Tariff)","2.00 $"
"Memphis","Taxi 1 mile (Normal Tariff)","2.40 $"
"Memphis","Taxi 1hour Waiting (Normal Tariff)","20.00 $"
"Memphis","Gasoline (1 gallon)","2.13 $"
"Memphis","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)","23,195.00 $"
"Memphis","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)","19,989.12 $"
"Memphis","Utilities (Monthly)","Edit"
"Memphis","Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment","178.49 $"
"Memphis","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","0.07 $"
"Memphis","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","75.11 $"
"Memphis","Sports And Leisure","Edit"
"Memphis","Fitness Club, Monthly Fee for 1 Adult","21.67 $"
"Memphis","Tennis Court Rent (1 Hour on Weekend)","25.00 $"
"Memphis","Cinema, International Release, 1 Seat","11.50 $"
"Memphis","Childcare","Edit"
"Memphis","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","667.40 $"
"Memphis","International Primary School, Yearly for 1 Child","11,191.00 $"
"Memphis","Clothing And Shoes","Edit"
"Memphis","1 Pair of Jeans (Levis 501 Or Similar)","42.50 $"
"Memphis","1 Summer Dress in a Chain Store (Zara, H&M, ...)","31.50 $"
"Memphis","1 Pair of Nike Running Shoes (Mid-Range)","72.11 $"
"Memphis","1 Pair of Men Leather Business Shoes","92.22 $"
"Memphis","Rent Per Month","Edit"
"Memphis","Apartment (1 bedroom) in City Centre","1,094.40 $"
"Memphis","Apartment (1 bedroom) Outside of Centre","912.51 $"
"Memphis","Apartment (3 bedrooms) in City Centre","1,749.28 $"
"Memphis","Apartment (3 bedrooms) Outside of Centre","1,421.94 $"
"Memphis","Buy Apartment Price","Edit"
"Memphis","Price per Square Feet to Buy Apartment in City Centre","101.47 $"
"Memphis","Price per Square Feet to Buy Apartment Outside of Centre","44.92 $"
"Memphis","Salaries And Financing","Edit"
"Memphis","Average Monthly Net Salary (After Tax)","3,062.00 $"
"Memphis","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate","3.56"
"Louisville","Meal, Inexpensive Restaurant","15.00 $"
"Louisville","Meal for 2 People, Mid-range Restaurant, Three-course","60.00 $"
"Louisville","McMeal at McDonalds (or Equivalent Combo Meal)","7.50 $"
"Louisville","Domestic Beer (1 pint draught)","6.00 $"
"Louisville","Imported Beer (12 oz small bottle)","6.00 $"
"Louisville","Cappuccino (regular)","4.91 $"
"Louisville","Coke/Pepsi (12 oz small bottle)","1.81 $"
"Louisville","Water (12 oz small bottle)","1.54 $"
"Louisville","Markets","Edit"
"Louisville","Milk (regular), (1 gallon)","2.06 $"
"Louisville","Loaf of Fresh White Bread (1 lb)","1.73 $"
"Louisville","Rice (white), (1 lb)","2.14 $"
"Louisville","Eggs (regular) (12)","1.77 $"
"Louisville","Local Cheese (1 lb)","5.16 $"
"Louisville","Chicken Fillets (1 lb)","4.35 $"
"Louisville","Beef Round (1 lb) (or Equivalent Back Leg Red Meat)","5.49 $"
"Louisville","Apples (1 lb)","2.35 $"
"Louisville","Banana (1 lb)","0.59 $"
"Louisville","Oranges (1 lb)","2.06 $"
"Louisville","Tomato (1 lb)","2.01 $"
"Louisville","Potato (1 lb)","1.07 $"
"Louisville","Onion (1 lb)","1.19 $"
"Louisville","Lettuce (1 head)","1.32 $"
"Louisville","Water (1.5 liter bottle)","1.77 $"
"Louisville","Bottle of Wine (Mid-Range)","11.00 $"
"Louisville","Domestic Beer (0.5 liter bottle)","1.88 $"
"Louisville","Imported Beer (12 oz small bottle)","2.61 $"
"Louisville","Cigarettes 20 Pack (Marlboro)","6.00 $"
"Louisville","Transportation","Edit"
"Louisville","One-way Ticket (Local Transport)","1.75 $"
"Louisville","Monthly Pass (Regular Price)","50.00 $"
"Louisville","Taxi Start (Normal Tariff)","2.85 $"
"Louisville","Taxi 1 mile (Normal Tariff)","2.25 $"
"Louisville","Taxi 1hour Waiting (Normal Tariff)","12.00 $"
"Louisville","Gasoline (1 gallon)","2.44 $"
"Louisville","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)","23,000.00 $"
"Louisville","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)","20,717.86 $"
"Louisville","Utilities (Monthly)","Edit"
"Louisville","Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment","149.67 $"
"Louisville","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","0.10 $"
"Louisville","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","57.12 $"
"Louisville","Sports And Leisure","Edit"
"Louisville","Fitness Club, Monthly Fee for 1 Adult","29.31 $"
"Louisville","Tennis Court Rent (1 Hour on Weekend)","18.50 $"
"Louisville","Cinema, International Release, 1 Seat","11.25 $"
"Louisville","Childcare","Edit"
"Louisville","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","741.67 $"
"Louisville","International Primary School, Yearly for 1 Child","26,725.00 $"
"Louisville","Clothing And Shoes","Edit"
"Louisville","1 Pair of Jeans (Levis 501 Or Similar)","37.83 $"
"Louisville","1 Summer Dress in a Chain Store (Zara, H&M, ...)","31.28 $"
"Louisville","1 Pair of Nike Running Shoes (Mid-Range)","75.85 $"
"Louisville","1 Pair of Men Leather Business Shoes","98.75 $"
"Louisville","Rent Per Month","Edit"
"Louisville","Apartment (1 bedroom) in City Centre","1,057.45 $"
"Louisville","Apartment (1 bedroom) Outside of Centre","860.56 $"
"Louisville","Apartment (3 bedrooms) in City Centre","1,775.00 $"
"Louisville","Apartment (3 bedrooms) Outside of Centre","1,350.00 $"
"Louisville","Buy Apartment Price","Edit"
"Louisville","Price per Square Feet to Buy Apartment in City Centre","272.71 $"
"Louisville","Price per Square Feet to Buy Apartment Outside of Centre","82.50 $"
"Louisville","Salaries And Financing","Edit"
"Louisville","Average Monthly Net Salary (After Tax)","3,419.23 $"
"Louisville","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate","3.54"
"Baltimore","Meal, Inexpensive Restaurant","15.00 $"
"Baltimore","Meal for 2 People, Mid-range Restaurant, Three-course","65.00 $"
"Baltimore","McMeal at McDonalds (or Equivalent Combo Meal)","8.29 $"
"Baltimore","Domestic Beer (1 pint draught)","6.00 $"
"Baltimore","Imported Beer (12 oz small bottle)","7.00 $"
"Baltimore","Cappuccino (regular)","4.10 $"
"Baltimore","Coke/Pepsi (12 oz small bottle)","2.19 $"
"Baltimore","Water (12 oz small bottle)","1.66 $"
"Baltimore","Markets","Edit"
"Baltimore","Milk (regular), (1 gallon)","3.49 $"
"Baltimore","Loaf of Fresh White Bread (1 lb)","1.90 $"
"Baltimore","Rice (white), (1 lb)","1.78 $"
"Baltimore","Eggs (regular) (12)","2.29 $"
"Baltimore","Local Cheese (1 lb)","4.10 $"
"Baltimore","Chicken Fillets (1 lb)","3.51 $"
"Baltimore","Beef Round (1 lb) (or Equivalent Back Leg Red Meat)","6.41 $"
"Baltimore","Apples (1 lb)","1.91 $"
"Baltimore","Banana (1 lb)","0.68 $"
"Baltimore","Oranges (1 lb)","2.30 $"
"Baltimore","Tomato (1 lb)","2.16 $"
"Baltimore","Potato (1 lb)","1.17 $"
"Baltimore","Onion (1 lb)","1.58 $"
"Baltimore","Lettuce (1 head)","1.48 $"
"Baltimore","Water (1.5 liter bottle)","1.72 $"
"Baltimore","Bottle of Wine (Mid-Range)","13.00 $"
"Baltimore","Domestic Beer (0.5 liter bottle)","2.64 $"
"Baltimore","Imported Beer (12 oz small bottle)","2.38 $"
"Baltimore","Cigarettes 20 Pack (Marlboro)","9.00 $"
"Baltimore","Transportation","Edit"
"Baltimore","One-way Ticket (Local Transport)","1.90 $"
"Baltimore","Monthly Pass (Regular Price)","74.00 $"
"Baltimore","Taxi Start (Normal Tariff)","3.00 $"
"Baltimore","Taxi 1 mile (Normal Tariff)","3.00 $"
"Baltimore","Taxi 1hour Waiting (Normal Tariff)","30.00 $"
"Baltimore","Gasoline (1 gallon)","2.52 $"
"Baltimore","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)","24,000.00 $"
"Baltimore","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)","21,864.00 $"
"Baltimore","Utilities (Monthly)","Edit"
"Baltimore","Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment","142.55 $"
"Baltimore","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","0.11 $"
"Baltimore","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","66.81 $"
"Baltimore","Sports And Leisure","Edit"
"Baltimore","Fitness Club, Monthly Fee for 1 Adult","50.42 $"
"Baltimore","Tennis Court Rent (1 Hour on Weekend)","27.33 $"
"Baltimore","Cinema, International Release, 1 Seat","12.00 $"
"Baltimore","Childcare","Edit"
"Baltimore","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","915.00 $"
"Baltimore","International Primary School, Yearly for 1 Child","22,532.20 $"
"Baltimore","Clothing And Shoes","Edit"
"Baltimore","1 Pair of Jeans (Levis 501 Or Similar)","42.78 $"
"Baltimore","1 Summer Dress in a Chain Store (Zara, H&M, ...)","24.38 $"
"Baltimore","1 Pair of Nike Running Shoes (Mid-Range)","67.78 $"
"Baltimore","1 Pair of Men Leather Business Shoes","110.28 $"
"Baltimore","Rent Per Month","Edit"
"Baltimore","Apartment (1 bedroom) in City Centre","1,491.54 $"
"Baltimore","Apartment (1 bedroom) Outside of Centre","1,006.65 $"
"Baltimore","Apartment (3 bedrooms) in City Centre","2,205.00 $"
"Baltimore","Apartment (3 bedrooms) Outside of Centre","1,869.23 $"
"Baltimore","Buy Apartment Price","Edit"
"Baltimore","Price per Square Feet to Buy Apartment in City Centre","244.78 $"
"Baltimore","Price per Square Feet to Buy Apartment Outside of Centre","96.97 $"
"Baltimore","Salaries And Financing","Edit"
"Baltimore","Average Monthly Net Salary (After Tax)","4,600.81 $"
"Baltimore","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate","3.63"
"Milwaukee","Meal, Inexpensive Restaurant","15.00 $"
"Milwaukee","Meal for 2 People, Mid-range Restaurant, Three-course","60.00 $"
"Milwaukee","McMeal at McDonalds (or Equivalent Combo Meal)","8.00 $"
"Milwaukee","Domestic Beer (1 pint draught)","4.00 $"
"Milwaukee","Imported Beer (12 oz small bottle)","6.00 $"
"Milwaukee","Cappuccino (regular)","3.50 $"
"Milwaukee","Coke/Pepsi (12 oz small bottle)","2.03 $"
"Milwaukee","Water (12 oz small bottle)","1.77 $"
"Milwaukee","Markets","Edit"
"Milwaukee","Milk (regular), (1 gallon)","2.84 $"
"Milwaukee","Loaf of Fresh White Bread (1 lb)","1.97 $"
"Milwaukee","Rice (white), (1 lb)","1.71 $"
"Milwaukee","Eggs (regular) (12)","2.11 $"
"Milwaukee","Local Cheese (1 lb)","3.78 $"
"Milwaukee","Chicken Fillets (1 lb)","5.74 $"
"Milwaukee","Beef Round (1 lb) (or Equivalent Back Leg Red Meat)","6.20 $"
"Milwaukee","Apples (1 lb)","3.04 $"
"Milwaukee","Banana (1 lb)","0.69 $"
"Milwaukee","Oranges (1 lb)","2.26 $"
"Milwaukee","Tomato (1 lb)","1.77 $"
"Milwaukee","Potato (1 lb)","1.50 $"
"Milwaukee","Onion (1 lb)","1.33 $"
"Milwaukee","Lettuce (1 head)","1.83 $"
"Milwaukee","Water (1.5 liter bottle)","1.44 $"
"Milwaukee","Bottle of Wine (Mid-Range)","12.00 $"
"Milwaukee","Domestic Beer (0.5 liter bottle)","2.14 $"
"Milwaukee","Imported Beer (12 oz small bottle)","2.13 $"
"Milwaukee","Cigarettes 20 Pack (Marlboro)","9.00 $"
"Milwaukee","Transportation","Edit"
"Milwaukee","One-way Ticket (Local Transport)","2.50 $"
"Milwaukee","Monthly Pass (Regular Price)","72.00 $"
"Milwaukee","Taxi Start (Normal Tariff)","2.75 $"
"Milwaukee","Taxi 1 mile (Normal Tariff)","2.50 $"
"Milwaukee","Taxi 1hour Waiting (Normal Tariff)","45.00 $"
"Milwaukee","Gasoline (1 gallon)","2.28 $"
"Milwaukee","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)","28,000.00 $"
"Milwaukee","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)","20,825.60 $"
"Milwaukee","Utilities (Monthly)","Edit"
"Milwaukee","Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment","153.16 $"
"Milwaukee","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","0.15 $"
"Milwaukee","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","62.92 $"
"Milwaukee","Sports And Leisure","Edit"
"Milwaukee","Fitness Club, Monthly Fee for 1 Adult","30.13 $"
"Milwaukee","Tennis Court Rent (1 Hour on Weekend)","35.00 $"
"Milwaukee","Cinema, International Release, 1 Seat","12.00 $"
"Milwaukee","Childcare","Edit"
"Milwaukee","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","775.00 $"
"Milwaukee","International Primary School, Yearly for 1 Child","14,500.00 $"
"Milwaukee","Clothing And Shoes","Edit"
"Milwaukee","1 Pair of Jeans (Levis 501 Or Similar)","47.46 $"
"Milwaukee","1 Summer Dress in a Chain Store (Zara, H&M, ...)","31.50 $"
"Milwaukee","1 Pair of Nike Running Shoes (Mid-Range)","81.25 $"
"Milwaukee","1 Pair of Men Leather Business Shoes","113.00 $"
"Milwaukee","Rent Per Month","Edit"
"Milwaukee","Apartment (1 bedroom) in City Centre","1,249.47 $"
"Milwaukee","Apartment (1 bedroom) Outside of Centre","970.25 $"
"Milwaukee","Apartment (3 bedrooms) in City Centre","2,162.50 $"
"Milwaukee","Apartment (3 bedrooms) Outside of Centre","1,427.78 $"
"Milwaukee","Buy Apartment Price","Edit"
"Milwaukee","Price per Square Feet to Buy Apartment in City Centre","250.57 $"
"Milwaukee","Price per Square Feet to Buy Apartment Outside of Centre","92.17 $"
"Milwaukee","Salaries And Financing","Edit"
"Milwaukee","Average Monthly Net Salary (After Tax)","3,668.93 $"
"Milwaukee","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate","3.68"
"Albuquerque","Meal, Inexpensive Restaurant","13.00 $"
"Albuquerque","Meal for 2 People, Mid-range Restaurant, Three-course","45.00 $"
"Albuquerque","McMeal at McDonalds (or Equivalent Combo Meal)","8.00 $"
"Albuquerque","Domestic Beer (1 pint draught)","5.00 $"
"Albuquerque","Imported Beer (12 oz small bottle)","5.00 $"
"Albuquerque","Cappuccino (regular)","4.06 $"
"Albuquerque","Coke/Pepsi (12 oz small bottle)","1.79 $"
"Albuquerque","Water (12 oz small bottle)","1.31 $"
"Albuquerque","Markets","Edit"
"Albuquerque","Milk (regular), (1 gallon)","3.09 $"
"Albuquerque","Loaf of Fresh White Bread (1 lb)","2.37 $"
"Albuquerque","Rice (white), (1 lb)","1.22 $"
"Albuquerque","Eggs (regular) (12)","2.03 $"
"Albuquerque","Local Cheese (1 lb)","4.68 $"
"Albuquerque","Chicken Fillets (1 lb)","3.35 $"
"Albuquerque","Beef Round (1 lb) (or Equivalent Back Leg Red Meat)","5.25 $"
"Albuquerque","Apples (1 lb)","1.90 $"
"Albuquerque","Banana (1 lb)","0.81 $"
"Albuquerque","Oranges (1 lb)","1.37 $"
"Albuquerque","Tomato (1 lb)","1.62 $"
"Albuquerque","Potato (1 lb)","1.00 $"
"Albuquerque","Onion (1 lb)","0.85 $"
"Albuquerque","Lettuce (1 head)","1.60 $"
"Albuquerque","Water (1.5 liter bottle)","2.18 $"
"Albuquerque","Bottle of Wine (Mid-Range)","10.00 $"
"Albuquerque","Domestic Beer (0.5 liter bottle)","3.45 $"
"Albuquerque","Imported Beer (12 oz small bottle)","3.80 $"
"Albuquerque","Cigarettes 20 Pack (Marlboro)","8.50 $"
"Albuquerque","Transportation","Edit"
"Albuquerque","One-way Ticket (Local Transport)","1.00 $"
"Albuquerque","Monthly Pass (Regular Price)","30.00 $"
"Albuquerque","Taxi Start (Normal Tariff)","2.50 $"
"Albuquerque","Taxi 1 mile (Normal Tariff)","2.20 $"
"Albuquerque","Taxi 1hour Waiting (Normal Tariff)","36.70 $"
"Albuquerque","Gasoline (1 gallon)","2.46 $"
"Albuquerque","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)","23,000.00 $"
"Albuquerque","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)","21,500.00 $"
"Albuquerque","Utilities (Monthly)","Edit"
"Albuquerque","Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment","134.74 $"
"Albuquerque","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","0.16 $"
"Albuquerque","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","77.17 $"
"Albuquerque","Sports And Leisure","Edit"
"Albuquerque","Fitness Club, Monthly Fee for 1 Adult","33.40 $"
"Albuquerque","Tennis Court Rent (1 Hour on Weekend)","3.67 $"
"Albuquerque","Cinema, International Release, 1 Seat","12.00 $"
"Albuquerque","Childcare","Edit"
"Albuquerque","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","753.12 $"
"Albuquerque","International Primary School, Yearly for 1 Child","20,333.33 $"
"Albuquerque","Clothing And Shoes","Edit"
"Albuquerque","1 Pair of Jeans (Levis 501 Or Similar)","43.31 $"
"Albuquerque","1 Summer Dress in a Chain Store (Zara, H&M, ...)","38.12 $"
"Albuquerque","1 Pair of Nike Running Shoes (Mid-Range)","68.67 $"
"Albuquerque","1 Pair of Men Leather Business Shoes","89.12 $"
"Albuquerque","Rent Per Month","Edit"
"Albuquerque","Apartment (1 bedroom) in City Centre","950.94 $"
"Albuquerque","Apartment (1 bedroom) Outside of Centre","770.42 $"
"Albuquerque","Apartment (3 bedrooms) in City Centre","1,805.00 $"
"Albuquerque","Apartment (3 bedrooms) Outside of Centre","1,469.23 $"
"Albuquerque","Buy Apartment Price","Edit"
"Albuquerque","Price per Square Feet to Buy Apartment in City Centre","258.83 $"
